player_name,League_name,sub_type,type,yellow_cards,red_cards,goals,assists
Jake Carroll,scottish-premiership,first_tier,domestic_league,12,1,2,8
Ahmed Hegazy,premier-league,first_tier,domestic_league,4,0,2,0
John Egan,premier-league,first_tier,domestic_league,12,1,2,1
Fredy,eredivisie,first_tier,domestic_league,3,0,2,4
Ahmed Musa,premier-league,first_tier,domestic_league,1,0,2,0
Dominik Szoboszlai,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,2,0
Riyad Mahrez,efl-cup,league_cup,other,0,0,2,0
Liam Gordon,scottish-premiership,first_tier,domestic_league,16,0,2,3
Sherel Floranus,eredivisie,first_tier,domestic_league,20,0,2,9
Nordi Mukiele,uefa-champions-league,uefa_champions_league,international_cup,4,0,2,1
Tanguy Ndombélé,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,2
Georgios Masouras,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,2,3
Luiz Phellype,europa-league,europa_league,international_cup,2,0,2,1
Jamal Musiala,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,2
Simon Hedlund,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Adrián Ramos,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Richard van der Venne,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,2
Frank Olijve,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Aleksey Miranchuk,europa-league,europa_league,international_cup,2,0,2,6
Franck Ribéry,dfb-pokal,domestic_cup,domestic_cup,3,0,2,8
Nuno Santos,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Sheraldo Becker,dfb-pokal,domestic_cup,domestic_cup,2,0,2,0
Luiz Gustavo,europa-league,europa_league,international_cup,8,0,2,0
Trincão,premier-league,first_tier,domestic_league,0,0,2,1
Sime Vrsaljko,copa-del-rey,domestic_cup,domestic_cup,1,0,2,2
Sebastian Steblecki,eredivisie,first_tier,domestic_league,1,0,2,0
Takumi Minamino,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,3
Shon Weissman,copa-del-rey,domestic_cup,domestic_cup,0,0,2,1
Luis Suárez,europa-league,europa_league,international_cup,2,0,2,0
Daniel Osvaldo,europa-league,europa_league,international_cup,0,0,2,2
Fin Bartels,dfb-pokal,domestic_cup,domestic_cup,2,1,2,2
Jorge Grant,scottish-premiership,first_tier,domestic_league,3,1,2,2
Oscar,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,1
Sven Michel,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Louis Laing,scottish-premiership,first_tier,domestic_league,5,1,2,0
Andriy Kravchuk,premier-liga,first_tier,domestic_league,2,1,2,4
Zaydou Youssouf,ligue-1,first_tier,domestic_league,12,1,2,1
Magomed Ozdoev,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,2
Robbie Haemhouts,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Javi Martínez,uefa-champions-league,uefa_champions_league,international_cup,6,0,2,3
Ibrahim Dresevic,eredivisie,first_tier,domestic_league,9,1,2,4
Ibrahim Cissoko,eredivisie,first_tier,domestic_league,0,0,2,0
Daniel Amartey,premier-league,first_tier,domestic_league,14,0,2,2
Josip Elez,europa-league,europa_league,international_cup,2,0,2,0
Maicon,uefa-champions-league,uefa_champions_league,international_cup,5,0,2,0
Ramadan Sobhi,premier-league,first_tier,domestic_league,4,0,2,1
Daler Kuzyaev,europa-league,europa_league,international_cup,2,0,2,3
Zinédine Machach,ligue-1,first_tier,domestic_league,11,0,2,1
Martin Samuelsen,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Steven Skrzybski,dfb-pokal,domestic_cup,domestic_cup,0,0,2,3
Fabian Schleusener,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Stéphane Diarra,ligue-1,first_tier,domestic_league,4,0,2,1
Mikael Mandron,efl-cup,league_cup,other,0,0,2,0
Kenan Karaman,dfb-pokal,domestic_cup,domestic_cup,0,0,2,2
Maicón,europa-league,europa_league,international_cup,1,0,2,0
Josef Martínez,europa-league,europa_league,international_cup,1,0,2,0
Yuri Berchiche,ligue-1,first_tier,domestic_league,4,0,2,2
Fabian Klos,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Grégoire Defrel,europa-league,europa_league,international_cup,1,0,2,1
Grzegorz Krychowiak,europa-league,europa_league,international_cup,6,0,2,2
Kevin De Bruyne,dfb-pokal,domestic_cup,domestic_cup,2,0,2,3
Mahmoud Trezeguet,europa-league,europa_league,international_cup,0,0,2,2
Joseph Dodoo,scottish-premiership,first_tier,domestic_league,1,0,2,1
Brahim Díaz,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,1
Rodrigo Guth,eredivisie,first_tier,domestic_league,5,0,2,0
Obbi Oulare,europa-league,europa_league,international_cup,4,0,2,2
Bryan Lasme,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Kevin Akpoguma,dfb-pokal,domestic_cup,domestic_cup,4,0,2,1
Odion Ighalo,europa-league,europa_league,international_cup,0,0,2,1
Keven Schlotterbeck,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Steven Bergwijn,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,2
Rostyn Griffiths,eredivisie,first_tier,domestic_league,6,0,2,0
Martin Ødegaard,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,1
Dame N'Doye,europa-league,europa_league,international_cup,2,0,2,0
Filip Mladenovic,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,0
Mateo Cassierra,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Gervane Kastaneer,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,1
Dani Parejo,europa-league,europa_league,international_cup,3,0,2,4
Dani Raba,europa-league,europa_league,international_cup,1,0,2,0
Boy Deul,premier-liga,first_tier,domestic_league,0,0,2,3
Felix Uduokhai,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Steven Gerrard,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Nabil Bentaleb,dfb-pokal,domestic_cup,domestic_cup,4,0,2,1
Bibras Natcho,uefa-champions-league,uefa_champions_league,international_cup,6,0,2,4
Léo Baptistão,europa-league,europa_league,international_cup,1,0,2,0
Daniel Caligiuri,europa-league,europa_league,international_cup,2,0,2,0
Georginio Wijnaldum,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
George Cox,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,0
Bertrand Traoré,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,1
Daniel James,europa-league,europa_league,international_cup,0,0,2,1
Rayan Raveloson,ligue-1,first_tier,domestic_league,0,0,2,1
José María Basanta,europa-league,europa_league,international_cup,3,1,2,0
Damien Delaney,premier-league,first_tier,domestic_league,18,0,2,5
Roy Kuijpers,eredivisie,first_tier,domestic_league,2,0,2,1
Léo Jabá,europa-league,europa_league,international_cup,1,0,2,3
Connor Shields,scottish-premiership,first_tier,domestic_league,2,1,2,4
Mateusz Klich,efl-cup,league_cup,other,0,0,2,0
Giovanni Troupée,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Dan Ndoye,europa-league,europa_league,international_cup,1,0,2,0
Glen Kamara,europa-league,europa_league,international_cup,9,0,2,2
Maarten Martens,europa-league,europa_league,international_cup,0,0,2,0
Mauricio Isla,ligue-1,first_tier,domestic_league,1,0,2,1
James Craigen,scottish-premiership,first_tier,domestic_league,4,1,2,1
Álvaro González,ligue-1,first_tier,domestic_league,19,1,2,3
Alex Iwobi,europa-league,europa_league,international_cup,0,0,2,4
Dean Cornelius,scottish-premiership,first_tier,domestic_league,0,0,2,0
Josué,europa-league,europa_league,international_cup,3,0,2,0
Scott Martin,scottish-premiership,first_tier,domestic_league,15,1,2,2
Mattéo Ahlinvi,ligue-1,first_tier,domestic_league,0,0,2,0
M'Baye Niang,europa-league,europa_league,international_cup,4,0,2,1
Roy Beerens,eredivisie,first_tier,domestic_league,0,0,2,8
Marouane Chamakh,premier-league,first_tier,domestic_league,5,0,2,1
Carles Pérez,europa-league,europa_league,international_cup,0,0,2,1
Fabian Johnson,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,2
Shurandy Sambo,eredivisie,first_tier,domestic_league,5,1,2,0
Enock Mwepu,premier-league,first_tier,domestic_league,2,0,2,5
Matheus Cunha,dfb-pokal,domestic_cup,domestic_cup,0,0,2,2
Jean-Paul Boëtius,europa-league,europa_league,international_cup,2,0,2,3
Yaya Touré,uefa-champions-league,uefa_champions_league,international_cup,1,1,2,3
Enda Stevens,premier-league,first_tier,domestic_league,13,0,2,5
Marvin Bartley,scottish-premiership,first_tier,domestic_league,26,0,2,5
Marcus Edwards,eredivisie,first_tier,domestic_league,0,0,2,4
Zé Luís,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,2
Emmanuel Dennis,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,2,0,2,0
Jo Inge Berget,scottish-premiership,first_tier,domestic_league,0,0,2,0
Sebastián Coates,uefa-champions-league,uefa_champions_league,international_cup,4,0,2,1
Stephen Ward,premier-league,first_tier,domestic_league,10,0,2,2
Marco Tol,eredivisie,first_tier,domestic_league,1,0,2,1
Corentin Tolisso,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Kamaldeen Sulemana,premier-league,first_tier,domestic_league,1,0,2,1
Sead Kolasinac,premier-league,first_tier,domestic_league,13,0,2,12
Matija Nastasic,dfb-pokal,domestic_cup,domestic_cup,3,0,2,0
Berat Djimsiti,europa-league,europa_league,international_cup,0,0,2,0
Mohamed Sankoh,eredivisie,first_tier,domestic_league,1,0,2,2
Ross Graham,scottish-premiership,first_tier,domestic_league,5,0,2,2
Jason Holt,scottish-premiership,first_tier,domestic_league,34,1,2,11
Jimmy Dunne,scottish-premiership,first_tier,domestic_league,1,0,2,1
Ruslan Malinovskyi,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,1
Kamil Glik,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,1
Bastos,europa-league,europa_league,international_cup,2,0,2,0
Kiko Femenía,premier-league,first_tier,domestic_league,10,0,2,7
Jurgen Ekkelenkamp,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Semi Ajayi,premier-league,first_tier,domestic_league,3,1,2,0
Vitinha,ligue-1,first_tier,domestic_league,0,0,2,0
Juninho Bacuna,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,1
Cody Gakpo,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,1
Mathieu Valbuena,europa-league,europa_league,international_cup,5,0,2,8
Nicolas N'Koulou,ligue-1,first_tier,domestic_league,15,1,2,0
Michael Lüftner,europa-league,europa_league,international_cup,0,0,2,0
Davy Pröpper,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Michael Santos,europa-league,europa_league,international_cup,3,0,2,0
Charlie Lakin,scottish-premiership,first_tier,domestic_league,1,0,2,1
Michail Antonio,europa-league,europa_league,international_cup,2,0,2,2
Michal Duris,europa-league,europa_league,international_cup,1,0,2,0
Marcel Risse,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Kelechi Iheanacho,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Rolando Aarons,premier-league,first_tier,domestic_league,2,0,2,2
Anton Baydal,premier-liga,first_tier,domestic_league,2,0,2,0
Neal Maupay,ligue-1,first_tier,domestic_league,4,1,2,2
Ludovit Reis,eredivisie,first_tier,domestic_league,9,0,2,2
Kevin Kampl,uefa-champions-league,uefa_champions_league,international_cup,7,0,2,6
Andy Rose,scottish-premiership,first_tier,domestic_league,3,0,2,1
Joris van Overeem,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,3
Ivan Perisic,europa-league,europa_league,international_cup,2,0,2,3
Lucas Schoofs,eredivisie,first_tier,domestic_league,3,0,2,4
Erik Sviatchenko,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,2,0,2,0
Lassina Traoré,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,2
José Callejón,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,8
Luca de la Torre,eredivisie,first_tier,domestic_league,4,0,2,3
Kevin Volland,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Danny,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,3
Eljero Elia,premier-league,first_tier,domestic_league,2,0,2,0
Sammy Ameobi,premier-league,first_tier,domestic_league,2,0,2,2
Lazaros Lamprou,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,2
Warren Zaïre-Emery,ligue-1,first_tier,domestic_league,1,0,2,0
Ángel Correa,uefa-champions-league,uefa_champions_league,international_cup,8,0,2,4
Sander Berge,premier-league,first_tier,domestic_league,4,0,2,2
Yoshinori Muto,copa-del-rey,domestic_cup,domestic_cup,1,0,2,0
Thomas Verhaar,toto-knvb-beker,domestic_cup,domestic_cup,3,0,2,1
Marc Cardona,eredivisie,first_tier,domestic_league,0,0,2,2
Eros Grezda,scottish-premiership,first_tier,domestic_league,1,0,2,1
Serge Aurier,uefa-champions-league,uefa_champions_league,international_cup,6,0,2,6
Matheus,europa-league,europa_league,international_cup,7,0,2,3
Bernard,europa-league,europa_league,international_cup,0,0,2,3
David Alaba,uefa-champions-league,uefa_champions_league,international_cup,4,0,2,13
Timothée Pembélé,ligue-1,first_tier,domestic_league,4,0,2,1
Kyle Walker-Peters,premier-league,first_tier,domestic_league,15,0,2,10
Darijo Srna,uefa-champions-league,uefa_champions_league,international_cup,8,0,2,1
Marcel Heller,dfb-pokal,domestic_cup,domestic_cup,0,0,2,2
Edson Álvarez,uefa-champions-league,uefa_champions_league,international_cup,7,0,2,0
Ansgar Knauff,europa-league,europa_league,international_cup,2,0,2,1
Ngonda Muzinga,ligue-1,first_tier,domestic_league,6,0,2,0
Massimo Bruno,europa-league,europa_league,international_cup,0,0,2,0
Rodrigo,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,3
Rodri,uefa-champions-league,uefa_champions_league,international_cup,6,0,2,0
Fábio Carvalho,premier-league,first_tier,domestic_league,0,0,2,0
Álex Moreno,copa-del-rey,domestic_cup,domestic_cup,1,0,2,1
Ruud Vormer,uefa-champions-league,uefa_champions_league,international_cup,6,0,2,5
Zanka,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,0
Artur Zagorulko,premier-liga,first_tier,domestic_league,1,0,2,1
Enzo Fernández,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,0
Florian Lejeune,premier-league,first_tier,domestic_league,4,0,2,2
Juan Mata,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,3
Junior Messias,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Max Clark,eredivisie,first_tier,domestic_league,8,0,2,7
James Milner,europa-league,europa_league,international_cup,0,0,2,3
Dimitri Payet,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Santi Mina,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,0
Osman Bukari,ligue-1,first_tier,domestic_league,1,0,2,4
Maximilian Beier,europa-league,europa_league,international_cup,0,0,2,1
Sven Braken,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Mika Biereth,eredivisie,first_tier,domestic_league,1,0,2,0
Diego Godín,uefa-champions-league,uefa_champions_league,international_cup,10,0,2,1
Álex Baena,copa-del-rey,domestic_cup,domestic_cup,4,0,2,5
Vincent Manceau,ligue-1,first_tier,domestic_league,16,0,2,2
Sven van Beek,toto-knvb-beker,domestic_cup,domestic_cup,4,0,2,0
Justin Kluivert,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,0
Fabricio Coloccini,premier-league,first_tier,domestic_league,4,2,2,0
Keito Nakamura,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Kalifa Coulibaly,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Arouna Koné,europa-league,europa_league,international_cup,2,0,2,0
Andrew Shinnie,scottish-premiership,first_tier,domestic_league,7,0,2,4
Danny Blum,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Ronan Hughes,scottish-premiership,first_tier,domestic_league,1,0,2,0
Matías Vecino,europa-league,europa_league,international_cup,1,0,2,2
Matías Vargas,europa-league,europa_league,international_cup,1,0,2,2
Michael Chacón,eredivisie,first_tier,domestic_league,15,0,2,2
Mauro Zárate,europa-league,europa_league,international_cup,1,0,2,0
Artem Kravets,europa-league,europa_league,international_cup,4,0,2,1
Samuel Chukwueze,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Samir Nasri,uefa-champions-league,uefa_champions_league,international_cup,5,0,2,1
Kenny McLean,premier-league,first_tier,domestic_league,8,0,2,1
Aleksandr Chernikov,premier-liga,first_tier,domestic_league,16,0,2,1
Mees Hilgers,eredivisie,first_tier,domestic_league,5,0,2,1
Anton Kilin,premier-liga,first_tier,domestic_league,5,0,2,3
Mayckel Lahdo,eredivisie,first_tier,domestic_league,1,0,2,1
Jamie Vardy,europa-league,europa_league,international_cup,0,0,2,0
Artem Fedetskyi,europa-league,europa_league,international_cup,8,0,2,1
Ezgjan Alioski,premier-league,first_tier,domestic_league,7,0,2,3
Mattias Johansson,eredivisie,first_tier,domestic_league,17,0,2,6
Daniel Didavi,dfb-pokal,domestic_cup,domestic_cup,2,0,2,3
Sylla Sow,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Dentinho,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Matteo Darmian,europa-league,europa_league,international_cup,2,0,2,3
Tecatito,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,1
Zaidu,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Massimo Donati,scottish-premiership,first_tier,domestic_league,12,0,2,2
Javier Espinosa,europa-league,europa_league,international_cup,0,0,2,2
Daniel Brosinski,dfb-pokal,domestic_cup,domestic_cup,0,0,2,5
Dusan Vlahovic,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Pierre-Emerick Aubameyang,dfl-supercup,domestic_super_cup,other,0,0,2,1
Matt Doherty,europa-league,europa_league,international_cup,3,0,2,3
Jay Henderson,scottish-premiership,first_tier,domestic_league,0,0,2,2
Trevoh Chalobah,ligue-1,first_tier,domestic_league,5,0,2,2
Denis Cheryshev,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Niklas Hult,ligue-1,first_tier,domestic_league,6,1,2,1
Ryan Babel,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,1
Marco Richter,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Mergim Berisha,europa-league,europa_league,international_cup,0,0,2,1
Emre Can,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,2,0
Antonio Sanabria,europa-league,europa_league,international_cup,2,0,2,2
Umut Bozok,ligue-1,first_tier,domestic_league,1,0,2,4
Aslan Dashaev,premier-liga,first_tier,domestic_league,0,0,2,0
Oswaldo Vizcarrondo,ligue-1,first_tier,domestic_league,31,0,2,0
Didier Drogba,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Cammy Smith,scottish-premiership,first_tier,domestic_league,3,0,2,2
Mathias Pogba,scottish-premiership,first_tier,domestic_league,1,0,2,1
Mats Knoester,eredivisie,first_tier,domestic_league,7,0,2,0
Oualid El Hajjam,ligue-1,first_tier,domestic_league,9,0,2,2
Filip Benkovic,scottish-premiership,first_tier,domestic_league,1,0,2,1
Sergio Reguilón,premier-league,first_tier,domestic_league,9,0,2,7
Antony,europa-league,europa_league,international_cup,2,0,2,0
Rúben Semedo,uefa-champions-league,uefa_champions_league,international_cup,5,0,2,0
Derlis González,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,2
Ayoze Pérez,europa-league,europa_league,international_cup,0,0,2,1
Anwar El Ghazi,europa-league,europa_league,international_cup,0,0,2,2
Maxwel Cornet,europa-league,europa_league,international_cup,3,0,2,1
Marvelous Nakamba,eredivisie,first_tier,domestic_league,11,0,2,4
Mikkel Duelund,eredivisie,first_tier,domestic_league,2,0,2,3
Sergiño Dest,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Lorenzo Burnet,eredivisie,first_tier,domestic_league,11,1,2,9
Ayrton Lucas,premier-liga,first_tier,domestic_league,15,1,2,9
Moussa Sow,europa-league,europa_league,international_cup,1,0,2,1
Mouctar Diakhaby,ligue-1,first_tier,domestic_league,7,0,2,0
Dylan Connolly,scottish-premiership,first_tier,domestic_league,1,0,2,2
Burak Yilmaz,europa-league,europa_league,international_cup,0,0,2,0
