player_name,country_of_citizenship_x,current_club_name,Total Assist,Total Red Card,Total Yellow Card,Total Goals
Japhet Tanganga,England,Tottenham Hotspur,0,0,8,0
Jarne Steuckers,Belgium,Sint-Truidense VV,0,0,0,0
Jarne Vrijsen,Belgium,KRC Genk,0,0,0,0
Jarni Koorman,Netherlands,PEC Zwolle,0,0,1,0
Jaroslav Drobny,Czech Republic,Fortuna DÃ¼sseldorf,1,2,5,0
Jaroslaw Jach,Poland,Crystal Palace,0,0,0,0
Jason Bourdouxhe,Belgium,FC Emmen,0,0,0,0
Jason Davidson,Australia,KAS Eupen,3,1,7,0
Jason Mbock,France,Angers SCO,0,0,1,0
Jason McCarthy,England,Southampton FC,0,0,0,0
Jason Steele,England,Brighton & Hove Albion,0,0,0,0
Jasper Cillessen,Netherlands,NEC Nijmegen,3,0,4,0
Jaume DomÃ©nech,Spain,Valencia CF,0,0,7,0
Jaume Grau,Spain,CA Osasuna,0,0,6,0
Javi Ãlamo,Spain,CA Osasuna,0,0,0,0
Javi Castellano,Spain,UD Las Palmas,0,0,4,0
Javi DÃ­az,Spain,Sevilla FC,0,0,0,0
Javi JimÃ©nez,Spain,Valencia CF,0,0,0,0
Javi MÃ¡rquez,Spain,Granada CF,2,1,14,0
Javi Martos,Spain,RSC Charleroi,1,0,6,0
Javi Moyano,Spain,Real Valladolid CF,0,0,6,0
Javi MuÃ±oz,Spain,Deportivo AlavÃ©s,0,0,1,0
Javi Noblejas,Spain,Getafe CF,0,0,1,0
Javi Varas,Spain,SD Huesca,0,1,1,0
Javier Aquino,Mexico,Rayo Vallecano,2,1,3,0
Javier FlaÃ±o,Spain,CA Osasuna,0,0,0,0
Javier Garrido,Spain,UD Las Palmas,1,0,2,0
Jawad El Yamiq,Morocco,Real Valladolid CF,1,0,8,0
Jay Fulton,Scotland,Swansea City,0,0,5,0
Jay Gorter,Netherlands,Aberdeen FC,0,0,0,0
Jay-Dee Geusens,Belgium,KRC Genk,0,0,0,0
Jazz Richards,Wales,Cardiff City,2,0,1,0
Jean,Brazil,Gil Vicente FC,0,0,11,0
Jean Alassane Mendy,Norway,Dundee FC,0,0,0,0
Jean Ambrose,Haiti,FC Girondins Bordeaux,0,0,0,0
Jean Butez,France,Royal Antwerp FC,0,1,4,0
Jean Carlos Silva,Spain,Granada CF,0,0,0,0
Jean Deza,Peru,Montpellier HSC,0,0,0,0
Jean Patric,Brazil,CD Santa Clara,1,0,2,0
Jean Sony AlcÃ©nat,Haiti,CD Feirense,3,1,8,0
Jean Thome,Cote d'Ivoire,FC Vestsjaelland,0,0,1,0
Jean-Christophe Bouet,France,Amiens SC,0,0,0,0
Jean-Claude Billong,Cameroon,Clermont Foot 63,0,0,6,0
Jeando Fuchs,Cameroon,Dundee United FC,0,0,6,0
Jean-FranÃ§ois Gillet,Belgium,Standard LiÃ¨ge,0,0,1,0
Jean-Jacques Bougouhi,Cote d'Ivoire,Ural Yekaterinburg,0,0,0,0
Jean-Jacques Gosso,Cote d'Ivoire,Genclerbirligi Ankara,3,0,11,0
Jean-Jacques Pierre,Haiti,SM Caen,1,1,0,0
Jean-Louis Leca,France,RC Lens,0,3,13,0
Jean-MattÃ©o Bahoya,France,Angers SCO,0,0,0,0
Jean-Pierre Nsame,Cameroon,Venezia FC,1,0,0,0
JeanuÃ«l Belocian,France,Stade Rennais FC,0,0,1,0
Jed Steer,England,Aston Villa,0,0,0,0
JeffrÃ©n,Venezuela,KAS Eupen,0,0,2,0
Jeffrey de Lange,Netherlands,Go Ahead Eagles,0,0,0,0
Jeffrey Leiwakabessy,Netherlands,NEC Nijmegen,0,0,0,0
Jeffrey Monakana,England,Aberdeen FC,0,0,1,0
Jeffrey Rentmeister,Belgium,KVC Westerlo,0,0,0,0
Jefre Vargas,Venezuela,FC Arouca,0,0,0,0
Jeimes,Brazil,FC PaÃ§os de Ferreira,0,0,1,0
Jelle de Lange,Netherlands,FC Utrecht,0,0,0,0
Jelle ten Rouwelaar,Netherlands,NAC Breda,0,0,4,0
Jelle van der Heyden,Netherlands,Twente Enschede FC,1,0,4,0
Jem Karacan,Turkey,Bursaspor,1,1,4,0
Jens Berthel Askou,Denmark,Esbjerg fB,0,0,0,0
Jens Grahl,Germany,Eintracht Frankfurt,0,0,0,0
Jens Janse,Netherlands,VVV-Venlo,0,0,1,0
Jens Rinke,Denmark,Silkeborg IF,0,0,0,0
Jens Teunckens,Belgium,RKC Waalwijk,0,0,1,0
Jens van Son,Netherlands,Roda JC Kerkrade,0,0,4,0
Jenthe Mertens,Belgium,SK Beveren,0,0,1,0
Jeppe Brinch,Denmark,Esbjerg fB,4,0,8,0
Jeppe HÃ¶jbjerg,Denmark,Esbjerg fB,0,0,6,0
Jeppe Mehl,Denmark,AC Horsens,1,0,2,0
Jeppe Svenningsen,Denmark,Vendsyssel FF,0,1,1,0
Jeremy Cijntje,Curacao,Heracles Almelo,0,0,1,0
Jeremy Ngakia,DR Congo,Watford FC,0,0,0,0
Jeremy van Mullem,Netherlands,Sparta Rotterdam,0,0,3,0
Jeroen Houwen,Netherlands,Vitesse Arnhem,0,0,0,0
Jeroen Lumu,Netherlands,SC Heerenveen,0,0,0,0
Jeroen Simaeys,Belgium,Krylya Sovetov Samara,1,0,4,0
Jeroen Verhoeven,Netherlands,FC Utrecht,0,0,0,0
Jeroen Zoet,Netherlands,Spezia Calcio,0,0,10,0
Jerome Binnom-Williams,England,Crystal Palace,0,0,2,0
Jerome Kiesewetter,United States,VfB Stuttgart,0,0,0,0
Jerome Thomas,England,Crystal Palace,1,0,0,0
Jerry Akaminko,Ghana,Eskisehirspor,0,0,2,0
Jerry Lucena,Philippines,Esbjerg fB,0,0,0,0
Jerry Vandam,France,SK Beveren,0,0,1,0
Jesaja Herrmann,Germany,KV Kortrijk,0,0,0,0
JesÃºs Areso,Spain,CA Osasuna,0,0,1,0
JesÃºs FernÃ¡ndez,Spain,Panetolikos GFS,0,0,1,0
JesÃºs GÃ¡mez,Spain,Newcastle United,3,0,9,0
JesÃºs VÃ¡zquez,Spain,Valencia CF,0,0,1,0
Jesper Bech,Denmark,Silkeborg IF,0,0,2,0
Jesper Mikkelsen,Denmark,Silkeborg IF,2,0,1,0
Jesper Rask,Denmark,Hobro IK,0,0,2,0
Jesper Rasmussen,Denmark,Esbjerg fB,0,0,1,0
Jesse Joronen,Finland,Brescia Calcio,0,0,6,0
Jesse Schuurman,Netherlands,Vitesse Arnhem,0,0,0,0
Jessy Moulin,France,ESTAC Troyes,0,1,3,0
Jethro Mashart,Netherlands,NAC Breda,0,0,0,0
Jherson Vergara,Colombia,AC Milan,0,0,5,0
Jhon DurÃ¡n,Colombia,Aston Villa,0,0,1,0
Jhonatan,Brazil,Rio Ave FC,0,0,3,0
Jhondly van der Meer,Haiti,SC Cambuur Leeuwarden,0,0,0,0
Jhonny Lucas,Brazil,Sint-Truidense VV,0,0,1,0
Jim Kellermann,England,St. Mirren FC,0,0,0,0
Jimmy,Cape Verde,AcadÃ©mica Coimbra,0,0,0,0
Jimmy Giraudon,France,ESTAC Troyes,0,1,4,0
Jimmy Hempte,Belgium,KV Oostende,0,0,1,0
Jing Reec,Australia,Aarhus GF,0,0,0,0
Jin-su Kim,"Korea, South",TSG 1899 Hoffenheim,1,0,7,0
Jiri Kladrubsky,Czech Republic,AEL Kalloni,0,0,4,0
Jiri Pavlenka,Czech Republic,SV Werder Bremen,0,0,7,0
Jiri Skalak,Czech Republic,Brighton & Hove Albion,0,0,0,0
Ji-su Park,"Korea, South",Portimonense SC,1,0,0,0
Jo Gilis,Belgium,Oud-Heverlee Leuven,0,0,0,0
JoÃ£o Amorim,Portugal,CF Os Belenenses,0,2,4,0
JoÃ£o Caiado,Portugal,Gil Vicente FC,0,0,0,0
JoÃ£o Correia,Cape Verde,GD Chaves,4,0,1,0
JoÃ£o Costa,Portugal,Granada CF,0,0,1,0
JoÃ£o Cunha,Portugal,Rio Ave FC,0,0,0,0
JoÃ£o Dias,Portugal,Boavista FC,0,0,8,0
JoÃ£o Ferreira,Portugal,Rio Ave FC,3,0,3,0
JoÃ£o GraÃ§a,Portugal,Rio Ave FC,1,0,7,0
JoÃ£o Lopes,Brazil,CD Santa Clara,0,0,0,0
JoÃ£o Lucas,Portugal,CD Santa Clara,0,1,5,0
JoÃ£o Marques,Portugal,GD Estoril Praia,0,0,1,0
JoÃ£o Meira,Portugal,VitÃ³ria SetÃºbal FC,0,0,12,0
JoÃ£o Monteiro,Portugal,B SAD,0,0,0,0
JoÃ£o Neto,Brazil,FC FamalicÃ£o,0,0,0,0
JoÃ£o QueirÃ³s,Portugal,GD Chaves,0,0,1,0
JoÃ£o Reis,Portugal,CD Tondela,0,0,1,0
JoÃ£o Tavares,Portugal,CD Feirense,0,0,1,0
JoÃ£o Vasco,Portugal,CD Tondela,0,0,0,0
JoÃ£o Victor,Brazil,SL Benfica,1,0,6,0
JoÃ£o Vieira,Portugal,Moreirense FC,0,0,0,0
JoÃ£o VirgÃ­nia,Portugal,SC Cambuur Leeuwarden,0,0,0,0
JoÃ£o Vitor,Brazil,Gaziantepspor (- 2020),1,0,3,0
JoÃ«l Bopesu,France,PFK Lviv,0,0,3,0
JoÃ«l Sami,DR Congo,SV Zulte Waregem,0,0,7,0
JoÃ«l Schingtienne,Belgium,Oud-Heverlee Leuven,0,0,0,0
JoÃ«l van Kaam,Netherlands,FC Groningen,0,0,1,0
Joachim Carcela-Gonzalez,Belgium,Standard LiÃ¨ge,0,0,0,0
Joachim Rothmann,Denmark,FC Nordsjaelland,0,0,0,0
Joan Capdevila,Spain,Lierse SK (- 2018),0,0,1,0
Joan Monterde,Spain,Levante UD,0,0,0,0
Joan Oriol,Spain,Atromitos Athens,0,0,0,0
Joao RodrÃ­guez,Colombia,Sint-Truidense VV,0,0,1,0
JoaquÃ­n BlÃ¡zquez,Argentina,Stade Brestois 29,0,0,0,0
JoaquÃ­n MuÃ±oz,Spain,SD Huesca,0,0,0,0
JoaquÃ­n Pereyra,Argentina,FC FamalicÃ£o,1,0,5,0
JoaquÃ­n Sosa,Uruguay,Bologna FC 1909,0,0,3,0
Joaquim AdÃ£o,Angola,Heart of Midlothian FC,1,0,6,0
Joca,Portugal,Rio Ave FC,0,0,1,0
Joe Bennett,England,Cardiff City,1,0,5,0
Joe Cardle,England,Ross County FC,2,0,0,0
Joe Dudgeon,Northern Ireland,Hull City,0,0,0,0
Joe Gomez,England,Liverpool FC,6,0,30,0
Joe Gormley,Northern Ireland,St. Johnstone FC,0,0,0,0
Joe Gyau,United States,Borussia Dortmund,0,0,0,0
Joe Hardy,England,Liverpool FC,0,0,0,0
Joe Hart,England,Celtic FC,1,0,4,0
Joe Hodge,Ireland,Wolverhampton Wanderers,0,0,1,0
Joe Lewis,England,Aberdeen FC,1,0,9,0
Joe Maguire,England,Liverpool FC,0,0,0,0
Joe Nuttall,England,Aberdeen FC,0,0,0,0
Joe Ralls,England,Cardiff City,0,1,4,0
Joe Riley,England,Manchester United,0,0,0,0
Joe Rodon,Wales,Stade Rennais FC,0,0,0,0
Joe Rothwell,England,AFC Bournemouth,1,0,1,0
Joe Thomson,Scotland,Celtic FC,0,0,0,0
Joel Acosta,Argentina,Apollon Smyrnis,0,0,2,0
Joel Coleman,England,Huddersfield Town,0,0,1,0
Joel Ferreira,Portugal,FC Arouca,0,0,8,0
Joel Gerezgiher,Germany,Eintracht Frankfurt,0,0,1,0
Joel Graterol,Venezuela,Panetolikos GFS,0,0,0,0
Joel Kabongo,Denmark,Randers FC,1,1,2,0
Joel Mumbongo,Sweden,Burnley FC,1,0,1,0
Joel Pereira,Portugal,RKC Waalwijk,2,0,3,0
Joel Robles,Spain,Leeds United,1,1,10,0
Joel SoÃ±ora,United States,CS MarÃ­timo,0,0,1,0
Joel Sousa,Portugal,CD Tondela,0,0,0,0
Joel Tshibamba,DR Congo,FC Vestsjaelland,1,0,0,0
Joel Untersee,Switzerland,FC Empoli,0,0,1,0
Joel Voelkerling Persson,Sweden,US Lecce,0,0,0,0
Joey Dujardin,Belgium,KSC Lokeren (- 2020),0,0,0,0
Joey Godee,Netherlands,Cercle Brugge,2,0,5,0
Joey Groenbast,Netherlands,Go Ahead Eagles,1,0,1,0
Joey O'Brien,Ireland,West Ham United,0,0,5,0
Joey Suk,Netherlands,Go Ahead Eagles,1,0,2,0
Johan BjÃ¶rdal,Norway,SV Zulte Waregem,0,0,1,0
Johan Dahlin,Sweden,FC Midtjylland,1,0,1,0
Johan Martensson,Sweden,Panetolikos GFS,0,0,2,0
Johan Sellberg-Wiland,Sweden,FC Copenhagen,0,0,0,0
Johann Carrasso,France,Stade Reims,0,0,3,0
Johann Obiang,Gabon,ESTAC Troyes,0,0,1,0
Johannes BÃ¼hler,Germany,Fortuna DÃ¼sseldorf,0,0,0,0
Johannes Flum,Germany,Eintracht Frankfurt,2,0,0,0
Johannes Hopf,Sweden,MKE AnkaragÃ¼cÃ¼,1,0,6,0
Johannes Ritter,Denmark,FC HelsingÃ¶r,0,0,0,0
Johannes van den Bergh,Germany,Hertha BSC,1,0,3,0
John Baird,Scotland,St. Mirren FC,1,0,0,0
John Donald,Spain,Elche CF,0,1,3,0
John Mahon,Ireland,St. Johnstone FC,0,0,0,0
John O'Shea,Ireland,Sunderland AFC,1,0,11,0
John O'Sullivan,Ireland,Dundee FC,2,0,0,0
John Ruddy,England,Wolverhampton Wanderers,0,0,0,0
Johnathan,Brazil,PFK Stal Kamyanske (-2018),0,0,1,0
Johnny Hunt,England,Hamilton Academical FC,0,0,2,0
Johnny Vidales,Peru,CS MarÃ­timo,1,0,2,0
Johny Placide,Haiti,EA Guingamp,0,0,3,0
Jokin Esparza,Spain,Veria NPS,0,0,1,0
Jokin Ezkieta,Spain,Athletic Bilbao,0,0,0,0
Jomaine Consbruch,Germany,Arminia Bielefeld,0,0,0,0
Jon Ander Serantes,Spain,CD LeganÃ©s,0,0,2,0
Jon Aurtenetxe,Spain,Dundee FC,1,0,2,0
Jon Errasti,Spain,SD Eibar,0,0,3,0
Jon Flanagan,England,RSC Charleroi,2,0,14,0
Jon GaztaÃ±aga,Spain,Real Sociedad,0,0,3,0
Jon Gudni FjÃ³luson,Iceland,FK Krasnodar,0,0,1,0
Jon Irazusta,Spain,SD Eibar,0,0,0,0
Jon Pacheco,Spain,Real Sociedad,0,0,1,0
Jon Routledge,England,Hamilton Academical FC,0,1,2,0
Jonas Brix-Damborg,Denmark,Hobro IK,0,0,31,0
Jonas Carls,Germany,VitÃ³ria GuimarÃ£es SC,0,0,0,0
Jonas Dakir,Denmark,Randers FC,0,0,0,0
Jonas FÃ¶hrenbach,Germany,SC Freiburg,0,0,0,0
Jonas Henriksen,Denmark,FC HelsingÃ¶r,0,0,0,0
Jonas Heymans,Belgium,Willem II Tilburg,0,1,1,0
Jonas Jensen-Abbew,Denmark,FC Nordsjaelland,0,0,0,0
Jonas Meffert,Germany,SC Freiburg,0,0,0,0
Jonas Michelbrink,Germany,Hertha BSC,0,0,1,0
Jonas Mortensen,Denmark,Esbjerg fB,0,0,1,0
Jonas Omlin,Switzerland,Borussia MÃ¶nchengladbach,0,3,1,0
Jonas Thomsen,Denmark,FC Vestsjaelland,0,0,2,0
Jonas TorÃ³,Brazil,APO Levadiakos,0,0,1,0
Jonatan Lima,Brazil,PFK Lviv,0,0,6,0
Jonathan,Brazil,Inter Milan,2,0,0,0
Jonathan Aegidius,Denmark,BrÃ¶ndby IF,0,0,0,0
Jonathan Bijimine,DR Congo,Apollon Smyrnis,0,0,4,0
Jonathan Burn,England,Kilmarnock FC,0,0,2,0
Jonathan Bustos,Argentina,AE Larisa,0,0,5,0
Jonathan Hogg,England,Huddersfield Town,1,1,18,0
Jonathan Klinsmann,United States,Hertha BSC,0,0,0,0
Jonathan Kodjia,Cote d'Ivoire,Aston Villa,1,0,1,0
Jonathan LÃ³pez,Spain,Veria NPS,0,0,10,0
Jonathan Leko,England,West Bromwich Albion,1,0,0,0
Jonathan Ligali,France,Montpellier HSC,0,0,2,0
Jonathan Martins Pereira,France,EA Guingamp,5,0,14,0
Jonathan Mulder,Netherlands,ADO Den Haag,0,0,0,0
Jonathan Okoronkwo,Nigeria,FK Krasnodar,0,0,0,0
Jonathan Panzo,England,Nottingham Forest,1,1,10,0
Jonathan Pitroipa,Burkina Faso,Royal Antwerp FC,0,0,1,0
Jonathan Ring,Sweden,Genclerbirligi Ankara,0,0,1,0
Jonathan Rivierez,Martinique,FC Metz,2,0,10,0
Jonathan RodrÃ­guez,Uruguay,SL Benfica,0,0,2,0
Jonathan Rossini,Switzerland,US Sassuolo,0,0,0,0
Jonathan Rowe,England,Norwich City,1,0,0,0
Jonathan Spector,United States,Hibernian FC,0,0,0,0
Jonathan Tinhan,Benin,ESTAC Troyes,0,0,1,0
Jonathan Vervoort,Belgium,FC Nordsjaelland,0,0,0,0
Jonathan Williams,Wales,Crystal Palace,0,0,0,0
Joni Montiel,Spain,Rayo Vallecano,0,0,0,0
Jony Ã‘iguez,Spain,Rio Ave FC,0,0,0,0
Jop van der Avert,Netherlands,Willem II Tilburg,0,0,0,0
Jordan AdÃ©oti,Benin,SM Caen,2,0,14,0
Jordan Archer,Scotland,Motherwell FC,0,0,0,0
Jordan Beyer,Germany,Borussia MÃ¶nchengladbach,1,0,8,0
Jordan Boy,France,Thonon Ã‰vian Grand GenÃ¨ve FC,0,0,0,0
Jordan Brown,Barbados,West Ham United,0,0,0,0
Jordan Graham,England,Wolverhampton Wanderers,0,0,0,0
Jordan Houston,Scotland,Rangers FC,0,0,0,0
Jordan Hugill,England,Norwich City,0,0,0,0
Jordan Ikoko,DR Congo,EA Guingamp,3,0,11,0
Jordan Kirkpatrick,Scotland,St. Mirren FC,0,0,0,0
Jordan Leborgne,Guadeloupe,SM Caen,1,0,3,0
Jordan Lefort,France,Amiens SC,2,1,6,0
Jordan Lyden,Australia,Aston Villa,0,0,0,0
Jordan Marshall,England,Dundee FC,3,1,3,0
Jordan Mustoe,England,KVC Westerlo,2,1,3,0
Jordan N'Kololo,DR Congo,SM Caen,0,0,5,0
Jordan Pickford,England,Everton FC,1,0,11,0
Jordan Rhodes,Scotland,Middlesbrough FC,0,0,0,0
Jordan Rossiter,England,Rangers FC,0,0,1,0
Jordan Spence,England,ADO Den Haag,0,0,1,0
Jordan Stewart,Scotland,St. Mirren FC,0,0,0,0
Jordan Thompson,Northern Ireland,Rangers FC,0,0,1,0
Jordan Turnbull,England,Partick Thistle FC,1,0,7,0
Jordan van der Gaag,Netherlands,B SAD,0,0,0,0
Jordan Williams,England,Huddersfield Town,0,0,1,0
Jordan Zemura,Zimbabwe,AFC Bournemouth,1,0,1,0
Jordi Balk,Netherlands,Ross County FC,0,0,1,0
Jordi Calavera,Spain,SD Eibar,0,0,0,0
Jordi Codina,Spain,Getafe CF,0,0,0,0
Jordi Figueras,Spain,Eskisehirspor,1,0,3,0
Jordi Masip,Spain,Real Valladolid CF,0,0,10,0
Jordi Osei-Tutu,England,VfL Bochum,0,0,3,0
Jordi Vidal,Spain,AEL Kalloni,0,0,1,0
Jordi Xumetra,Spain,Levante UD,3,0,9,0
Jordon Forster,Scotland,Dundee FC,0,0,1,0
Jordon Mutch,England,Crystal Palace,1,0,6,0
Jordy de Wijs,Netherlands,PSV Eindhoven,0,0,10,0
Jordy Deckers,Netherlands,Excelsior Rotterdam,0,1,0,0
Jordy Gaspar,France,Olympique Lyon,0,0,2,0
Jordy Thomassen,Netherlands,De Graafschap Doetinchem,0,0,0,0
Jordy Tutuarima,Netherlands,Apollon Smyrnis,1,0,0,0
Jordy van Deelen,Netherlands,FC Dordrecht,2,0,1,0
Jordy Vleugels,Belgium,Willem II Tilburg,0,0,0,0
Jore Trompet,Belgium,KVC Westerlo,0,0,2,0
Jorge BenguchÃ©,Honduras,Boavista FC,0,0,2,0
Jorge SÃ¡enz,Spain,CS MarÃ­timo,0,1,5,0
Jorge Silva,Portugal,FC PaÃ§os de Ferreira,0,0,13,0
Jorgo Meksi,Albania,Panionios Athens,0,0,0,0
Joris Delle,France,KV Kortrijk,0,0,0,0
Joris Sainati,France,GS Ergotelis,0,0,3,0
Jorman Aguilar,Panama,GD Estoril Praia,1,0,0,0
Jorn Brondeel,Belgium,Willem II Tilburg,0,1,0,0
Jorn Vermeulen,Belgium,SK Beveren,0,0,2,0
Jorne Spileers,Belgium,Club Brugge KV,0,0,0,0
Jorrel Hato,Netherlands,Ajax Amsterdam,0,0,1,0
Jos Hooiveld,Netherlands,Twente Enschede FC,1,0,4,0
JosÃ© Ãngel,Spain,Elche CF,0,0,6,0
JosÃ© Ãngel Jurado,Spain,UD AlmerÃ­a,0,0,0,0
JosÃ© Alonso Lara,Spain,Real Betis BalompiÃ©,0,0,0,0
JosÃ© Antonio Caro,Spain,Real Valladolid CF,0,0,0,0
JosÃ© Antonio de la Rosa,Spain,CÃ¡diz CF,1,0,0,0
JosÃ© Antonio MartÃ­nez,Spain,SD Eibar,1,0,1,0
JosÃ© Carlos,Spain,CÃ³rdoba CF,0,0,0,0
JosÃ© Carlos RamÃ­rez,Spain,Real Betis BalompiÃ©,0,0,0,0
JosÃ© Enrique,Spain,Liverpool FC,0,0,0,0
JosÃ© Gallegos,United States,SÃ¶nderjyskE,0,0,0,0
JosÃ© Gomes,Portugal,SC Braga,0,0,0,0
JosÃ© MachÃ­n,Equatorial Guinea,AC Monza,3,0,5,0
JosÃ© Manuel Casado,Spain,UD AlmerÃ­a,1,0,4,0
JosÃ© MarÃ­a LÃ³pez Silva,Spain,CÃ³rdoba CF,0,0,1,0
JosÃ© MarsÃ ,Spain,Sporting CP,0,0,1,0
JosÃ© Matos,Spain,Twente Enschede FC,1,0,0,0
JosÃ© Moreira,Portugal,GD Estoril Praia,0,0,1,0
JosÃ© SÃ¡,Portugal,Wolverhampton Wanderers,1,0,8,0
JosÃ© Saez,France,SM Caen,0,0,0,0
JosÃ© San RomÃ¡n,Argentina,ADO Den Haag,1,0,3,0
Joscha Wosz,Germany,RB Leipzig,0,0,0,0
Josef Kvida,Czech Republic,PEC Zwolle,0,0,2,0
Josema,Spain,Elche CF,1,0,3,0
Josep MartÃ­nez,Spain,RB Leipzig,0,0,0,0
Josep SeÃ±Ã©,Spain,RCD Mallorca,4,0,2,0
Joseph Akomadi,Ghana,Hatayspor,0,0,0,0
Joseph Anang,England,West Ham United,0,0,0,0
Joseph Minala,Cameroon,SS Lazio,0,0,0,0
Josete Miranda,Equatorial Guinea,Getafe CF,0,0,1,0
Josh Benson,England,Burnley FC,0,0,0,0
Josh Bowler,England,Nottingham Forest,0,0,0,0
Josh Cullen,Ireland,RSC Anderlecht,1,0,9,0
Josh Jack,Scotland,St. Mirren FC,0,0,0,0
Josh Martin,England,Norwich City,0,1,0,0
Josh McEachran,England,Vitesse Arnhem,3,0,1,0
Josh Onomah,England,Fulham FC,1,0,1,0
Josh PÃ©rez,El Salvador,ACF Fiorentina,0,0,0,0
Josh Parker,Antigua and Barbuda,Aberdeen FC,0,0,0,0
Josh Todd,England,Dundee FC,1,0,0,0
Josh Umerah,England,Kilmarnock FC,0,0,1,0
Josh Vela,England,Hibernian FC,2,0,4,0
Josh Wilson-Esbrand,England,Manchester City,0,0,0,0
Joshua Brillante,Australia,FC Empoli,0,0,0,0
Joshua Quarshie,Germany,TSG 1899 Hoffenheim,0,0,0,0
Josip Condric,Croatia,Rotor Volgograd,0,0,2,0
Josip Kvesic,Bosnia-Herzegovina,Antalyaspor,2,0,0,0
Josip Pivaric,Croatia,Dynamo Kyiv,5,0,4,0
Josip Posavec,Croatia,Aalborg BK,0,0,2,0
Josip Projic,Serbia,APO Levadiakos,1,0,0,0
Josip Tomasevic,Croatia,Atromitos Athens,0,0,7,0
Josip Vukovic,Croatia,CS MarÃ­timo,2,1,8,0
Jospin Nshimirimana,Burundi,Yeni Malatyaspor,0,0,10,0
JosuÃ© Albert,French Guiana,Clermont Foot 63,0,0,0,0
JosuÃ© Dorrio,Spain,SD Eibar,0,0,0,0
JosuÃ© Homawoo,Togo,FC Nantes,0,0,0,0
Jota GarcÃªs,Portugal,CD Nacional,2,1,6,0
Jota GonÃ§alves,Portugal,CD Tondela,0,0,2,0
Jota Peleteiro,Spain,Deportivo AlavÃ©s,3,0,6,0
Jovan Krneta,Serbia,APO Levadiakos,0,1,4,0
Jovan Manev,North Macedonia,Adana Demirspor,0,0,0,0
Jovan Markoski,Serbia,Vorskla Poltava,1,0,2,0
Joyskim Dawa,Cameroon,FK Mariupol,0,0,9,0
Jozo Stanic,Croatia,FC Augsburg,0,0,0,0
Jozy Altidore,United States,Sunderland AFC,0,0,0,0
Juan Ãlvarez,Argentina,Panetolikos GFS,0,0,1,0
Juan Berrocal,Spain,Sevilla FC,0,0,0,0
Juan CÃ¡mara,Spain,FC Barcelona,1,0,0,0
Juan Cabal,Colombia,Hellas Verona,0,0,3,0
Juan Carlos,Spain,Villarreal CF,0,0,0,0
Juan Carlos Paredes,Ecuador,Olympiacos Piraeus,0,0,2,0
Juan Carlos Real,Spain,SD Huesca,1,0,0,0
Juan Carlos ValerÃ³n,Spain,UD Las Palmas,2,0,0,0
Juan Cruz,Spain,Real Betis BalompiÃ©,0,0,0,0
Juan DÃ­az,Uruguay,AEK Athens,0,0,0,0
Juan Delgado,Spain,Levante UD,0,0,0,0
Juan Familia-Castillo,Netherlands,ADO Den Haag,0,0,4,0
Juan Manuel Torres,Argentina,Metalist Kharkiv (- 2016),1,0,7,0
Juan Moreno,Spain,AtlÃ©tico de Madrid,0,0,0,0
Juan Musso,Argentina,Atalanta BC,0,1,11,0
Juan PÃ©rez,Spain,CA Osasuna,0,0,0,0
Juan Pablo Carrizo,Argentina,Inter Milan,0,0,0,0
Juan Pablo Pino,Colombia,SC Bastia,0,0,1,0
Juan Rafael Fuentes,Spain,CA Osasuna,1,0,13,0
Juan Ramos,Uruguay,Spezia Calcio,0,0,1,0
Juan SÃ¡nchez MiÃ±o,Argentina,Elche CF,1,0,1,0
Juan Soriano,Spain,CD LeganÃ©s,0,0,4,0
Juan Valencia,Colombia,Bologna FC 1909,0,0,1,0
Juan Valera,Spain,Getafe CF,0,0,4,0
Juanan Entrena,Spain,Granada CF,0,0,0,0
Juanjo Camacho,Spain,SD Huesca,0,0,0,0
Juanjo NarvÃ¡ez,Colombia,Real Valladolid CF,0,0,1,0
Juha Pirinen,Finland,Volos NPS,0,0,1,0
Julen Agirrezabala,Spain,Athletic Bilbao,0,0,0,0
Julen Etxabeguren,Spain,Dundee FC,1,0,10,0
Jules Goda,Cameroon,GFC Ajaccio,0,0,0,0
JuliÃ¡n Cuesta,Spain,Aris Thessaloniki,0,1,10,0
JuliÃ¡n Luque,Spain,RCD Espanyol Barcelona,0,0,0,0
JuliÃ¡n Montenegro,Portugal,Boavista FC,2,0,5,0
JuliÃ¡n Speroni,Argentina,Crystal Palace,0,0,1,0
Julian Calor,Netherlands,Vitesse Arnhem,0,0,0,0
Julian Eitschberger,Germany,Hertha BSC,0,0,0,0
Julian GÃ¼nther-Schmidt,Germany,FC Augsburg,0,0,0,0
Julian Jeanvier,Guinea,AJ Auxerre,0,0,4,0
Julian Koch,Germany,1.FSV Mainz 05,0,0,0,0
Julian Lelieveld,Netherlands,RKC Waalwijk,2,1,6,0
Julian Pollersbeck,Germany,FC Lorient,0,0,1,0
Julian Schauerte,Germany,KAS Eupen,1,0,0,0
Julien Begue,France,EA Guingamp,1,0,1,0
Julien Cardy,France,EA Guingamp,0,0,2,0
Julien Da Costa,France,Portimonense SC,0,0,4,0
Julien Faubert,France,Kilmarnock FC,0,0,1,0
Julien Ielsch,France,Amiens SC,0,0,4,0
Julien Le Cardinal,France,RC Lens,0,0,0,0
